"","X","gameID","date","away_team","home_team","away_even","home_even","away_powerplay","home_powerplay","away_shorthanded","home_shorthanded","away_OT","home_OT","away_SO","home_SO"
"806",806,"45332-EDM@LA","2024-02-10","Edmonton Oilers","Los Angeles Kings",0,3,0,1,0,0,0,0,0,0
"807",807,"45332-NJ@CAR","2024-02-10","New Jersey Devils","Carolina Hurricanes",0,0,0,0,0,0,0,1,0,0
"808",808,"45332-PIT@WPG","2024-02-10","Pittsburgh Penguins","Winnipeg Jets",1,2,0,0,0,0,0,0,0,0
"809",809,"45332-SEA@PHI","2024-02-10","Seattle Kraken","Philadelphia Flyers",2,1,0,1,0,1,0,0,0,0
"810",810,"45332-STL@BUF","2024-02-10","St. Louis Blues","Buffalo Sabres",2,1,0,0,1,0,0,0,0,0
"811",811,"45332-TB@CBJ","2024-02-10","Tampa Bay Lightning","Columbus Blue Jackets",2,1,0,1,2,0,0,0,0,0
"812",812,"45332-TOR@OTT","2024-02-10","Toronto Maple Leafs","Ottawa Senators",3,5,0,0,0,0,0,0,0,0
"813",813,"45332-VAN@DET","2024-02-10","Vancouver Canucks","Detroit Red Wings",3,2,0,1,0,0,0,1,0,0
"814",814,"45332-WSH@BOS","2024-02-10","Washington Capitals","Boston Bruins",2,0,0,0,1,0,0,0,0,0
"815",815,"45333-STL@MTL","2024-02-11","St. Louis Blues","Montreal Canadiens",4,1,0,1,3,0,0,0,0,0
"816",816,"45333-VAN@WSH","2024-02-11","Vancouver Canucks","Washington Capitals",2,2,0,0,0,0,1,0,0,0
"817",817,"45334-ARI@PHI","2024-02-12","Arizona Coyotes","Philadelphia Flyers",3,5,0,0,0,0,0,0,0,0
"818",818,"45334-CGY@NYR","2024-02-12","Calgary Flames","New York Rangers",0,2,0,0,0,0,0,0,0,0
"819",819,"45334-MIN@VGS","2024-02-12","Minnesota Wild","Vegas Golden Knights",4,2,0,1,1,0,0,0,0,0
"820",820,"45334-SEA@NJ","2024-02-12","Seattle Kraken","New Jersey Devils",1,2,0,1,0,0,0,0,0,0
"821",821,"45335-ANA@MTL","2024-02-13","Anaheim Ducks","Montreal Canadiens",0,3,0,2,0,0,0,0,0,0
"822",822,"45335-CAR@DAL","2024-02-13","Carolina Hurricanes","Dallas Stars",2,4,0,0,0,0,0,0,0,0
"823",823,"45335-CBJ@OTT","2024-02-13","Columbus Blue Jackets","Ottawa Senators",3,3,0,2,0,1,0,0,0,0
"824",824,"45335-COL@WSH","2024-02-13","Colorado Avalanche","Washington Capitals",5,2,0,1,1,0,0,0,0,0
"825",825,"45335-DET@EDM","2024-02-13","Detroit Red Wings","Edmonton Oilers",2,8,0,0,2,0,0,0,0,0
"826",826,"45335-LA@BUF","2024-02-13","Los Angeles Kings","Buffalo Sabres",0,6,0,1,0,0,0,0,0,0
"827",827,"45335-NJ@NSH","2024-02-13","New Jersey Devils","Nashville Predators",4,1,0,1,0,0,0,0,0,0
"828",828,"45335-SEA@NYI","2024-02-13","Seattle Kraken","New York Islanders",1,0,0,1,0,0,0,0,1,0
"829",829,"45335-STL@TOR","2024-02-13","St. Louis Blues","Toronto Maple Leafs",1,4,0,0,0,0,0,0,0,0
"830",830,"45335-TB@BOS","2024-02-13","Tampa Bay Lightning","Boston Bruins",1,2,0,0,1,0,0,0,1,0
"831",831,"45335-VAN@CHI","2024-02-13","Vancouver Canucks","Chicago Blackhawks",4,1,0,1,0,0,0,0,0,0
"832",832,"45336-FLA@PIT","2024-02-14","Florida Panthers","Pittsburgh Penguins",4,2,0,0,1,0,0,0,0,0
"833",833,"45336-MIN@ARI","2024-02-14","Minnesota Wild","Arizona Coyotes",2,1,0,0,1,0,0,0,0,0
"834",834,"45336-SJ@WPG","2024-02-14","San Jose Sharks","Winnipeg Jets",0,1,0,0,0,0,0,0,0,0
"835",835,"45337-ANA@OTT","2024-02-15","Anaheim Ducks","Ottawa Senators",3,1,0,0,2,0,0,0,0,0
"836",836,"45337-COL@TB","2024-02-15","Colorado Avalanche","Tampa Bay Lightning",2,6,0,0,1,0,0,0,0,0
"837",837,"45337-DAL@NSH","2024-02-15","Dallas Stars","Nashville Predators",7,2,0,0,2,0,0,0,0,0
"838",838,"45337-DET@VAN","2024-02-15","Detroit Red Wings","Vancouver Canucks",1,4,0,0,0,0,0,0,0,0
"839",839,"45337-EDM@STL","2024-02-15","Edmonton Oilers","St. Louis Blues",2,4,0,2,1,0,0,0,0,0
"840",840,"45337-FLA@BUF","2024-02-15","Florida Panthers","Buffalo Sabres",3,0,0,0,1,0,0,0,0,0
"841",841,"45337-LA@NJ","2024-02-15","Los Angeles Kings","New Jersey Devils",0,0,1,1,1,0,0,0,0,0
"842",842,"45337-MTL@NYR","2024-02-15","Montreal Canadiens","New York Rangers",3,5,0,1,1,1,0,0,0,0
"843",843,"45337-PHI@TOR","2024-02-15","Philadelphia Flyers","Toronto Maple Leafs",1,2,1,1,1,0,0,1,0,0
"844",844,"45337-PIT@CHI","2024-02-15","Pittsburgh Penguins","Chicago Blackhawks",3,1,1,0,0,0,0,0,0,0
"845",845,"45337-SEA@BOS","2024-02-15","Seattle Kraken","Boston Bruins",3,1,0,0,1,0,0,0,0,0
"846",846,"45337-SJ@CGY","2024-02-15","San Jose Sharks","Calgary Flames",5,3,0,0,1,0,0,0,0,0
"847",847,"45338-CAR@ARI","2024-02-16","Carolina Hurricanes","Arizona Coyotes",4,1,0,0,1,0,0,0,0,0
"848",848,"45339-ANA@TOR","2024-02-17","Anaheim Ducks","Toronto Maple Leafs",1,5,0,4,1,0,0,0,0,0
"849",849,"45339-BUF@MIN","2024-02-17","Buffalo Sabres","Minnesota Wild",2,1,0,1,0,0,1,0,0,0
"850",850,"45339-CAR@VGS","2024-02-17","Carolina Hurricanes","Vegas Golden Knights",2,1,1,0,0,0,0,0,0,0
"851",851,"45339-CBJ@SJ","2024-02-17","Columbus Blue Jackets","San Jose Sharks",4,2,0,1,0,0,0,0,0,0
"852",852,"45339-DET@CGY","2024-02-17","Detroit Red Wings","Calgary Flames",3,0,0,0,2,0,0,0,0,0
"853",853,"45339-EDM@DAL","2024-02-17","Edmonton Oilers","Dallas Stars",2,1,1,2,0,0,1,0,0,0
"854",854,"45339-FLA@TB","2024-02-17","Florida Panthers","Tampa Bay Lightning",6,1,0,1,3,0,0,0,0,0
"855",855,"45339-LA@BOS","2024-02-17","Los Angeles Kings","Boston Bruins",3,3,0,1,1,0,1,0,0,0
"856",856,"45339-NSH@STL","2024-02-17","Nashville Predators","St. Louis Blues",4,1,0,1,1,0,0,0,0,0
"857",857,"45339-OTT@CHI","2024-02-17","Ottawa Senators","Chicago Blackhawks",1,3,0,0,1,0,0,0,0,0
"858",858,"45339-PHI@NJ","2024-02-17","Philadelphia Flyers","New Jersey Devils",2,6,0,0,1,0,0,0,0,0
"859",859,"45339-WPG@VAN","2024-02-17","Winnipeg Jets","Vancouver Canucks",2,2,0,0,2,0,0,0,0,0
"860",860,"45339-WSH@MTL","2024-02-17","Washington Capitals","Montreal Canadiens",3,2,0,1,1,0,0,0,0,0
"861",861,"45340-ARI@COL","2024-02-18","Arizona Coyotes","Colorado Avalanche",2,4,0,0,1,0,0,0,0,0
"862",862,"45340-LA@PIT","2024-02-18","Los Angeles Kings","Pittsburgh Penguins",1,0,1,1,0,0,0,0,0,0
"863",863,"45340-NYR@NYI","2024-02-18","New York Rangers","New York Islanders",2,3,0,2,3,0,1,0,0,0
"864",864,"45341-ANA@BUF","2024-02-19","Anaheim Ducks","Buffalo Sabres",4,2,0,1,0,0,0,0,0,0
"865",865,"45341-CHI@CAR","2024-02-19","Chicago Blackhawks","Carolina Hurricanes",1,5,0,1,2,0,0,0,0,0
"866",866,"45341-DAL@BOS","2024-02-19","Dallas Stars","Boston Bruins",3,3,0,0,0,0,0,0,0,1
"867",867,"45341-DET@SEA","2024-02-19","Detroit Red Wings","Seattle Kraken",3,2,0,1,0,0,1,0,0,0
"868",868,"45341-EDM@ARI","2024-02-19","Edmonton Oilers","Arizona Coyotes",5,2,0,1,1,0,0,0,0,0
"869",869,"45341-OTT@TB","2024-02-19","Ottawa Senators","Tampa Bay Lightning",4,2,0,0,0,0,0,0,0,0
"870",870,"45341-TOR@STL","2024-02-19","Toronto Maple Leafs","St. Louis Blues",2,1,1,1,1,0,0,0,0,0
"871",871,"45341-VAN@MIN","2024-02-19","Vancouver Canucks","Minnesota Wild",6,6,0,4,1,0,0,0,0,0
"872",872,"45341-VGS@SJ","2024-02-19","Vegas Golden Knights","San Jose Sharks",3,0,0,0,1,0,0,0,0,0
"873",873,"45341-WPG@CGY","2024-02-19","Winnipeg Jets","Calgary Flames",1,5,0,1,2,0,0,0,0,0
"874",874,"45342-CBJ@LA","2024-02-20","Columbus Blue Jackets","Los Angeles Kings",1,3,0,2,0,0,0,0,0,0
"875",875,"45342-DAL@NYR","2024-02-20","Dallas Stars","New York Rangers",0,3,0,0,1,0,0,0,0,0
"876",876,"45342-MIN@WPG","2024-02-20","Minnesota Wild","Winnipeg Jets",1,4,0,2,2,0,0,0,0,0
"877",877,"45342-NJ@WSH","2024-02-20","New Jersey Devils","Washington Capitals",2,5,0,1,0,0,0,0,0,0
"878",878,"45342-NSH@VGS","2024-02-20","Nashville Predators","Vegas Golden Knights",5,2,0,1,0,0,0,0,0,0
"879",879,"45342-NYI@PIT","2024-02-20","New York Islanders","Pittsburgh Penguins",4,4,0,0,0,0,1,0,0,0
"880",880,"45342-OTT@FLA","2024-02-20","Ottawa Senators","Florida Panthers",2,2,0,0,0,0,0,1,0,0
"881",881,"45342-VAN@COL","2024-02-20","Vancouver Canucks","Colorado Avalanche",1,3,0,0,0,0,0,0,0,0
"882",882,"45343-BOS@EDM","2024-02-21","Boston Bruins","Edmonton Oilers",4,5,0,0,1,0,1,0,0,0
"883",883,"45343-BUF@MTL","2024-02-21","Buffalo Sabres","Montreal Canadiens",1,2,1,0,1,0,0,0,0,0
"884",884,"45343-CBJ@ANA","2024-02-21","Columbus Blue Jackets","Anaheim Ducks",6,4,1,0,0,0,0,0,0,0
"885",885,"45343-PHI@CHI","2024-02-21","Philadelphia Flyers","Chicago Blackhawks",3,1,0,0,0,0,0,0,0,0
"886",886,"45343-TOR@ARI","2024-02-21","Toronto Maple Leafs","Arizona Coyotes",4,2,0,1,2,0,0,0,0,0
"887",887,"45344-BOS@CGY","2024-02-22","Boston Bruins","Calgary Flames",2,2,0,0,0,0,0,1,0,0
"888",888,"45344-COL@DET","2024-02-22","Colorado Avalanche","Detroit Red Wings",1,0,0,1,0,0,0,1,0,0
"889",889,"45344-DAL@OTT","2024-02-22","Dallas Stars","Ottawa Senators",1,3,0,1,0,0,0,0,0,0
"890",890,"45344-FLA@CAR","2024-02-22","Florida Panthers","Carolina Hurricanes",0,1,0,0,0,0,0,0,0,0
"891",891,"45344-MTL@PIT","2024-02-22","Montreal Canadiens","Pittsburgh Penguins",1,3,0,1,0,0,0,0,0,0
"892",892,"45344-NSH@LA","2024-02-22","Nashville Predators","Los Angeles Kings",4,0,0,1,0,0,0,0,0,0
"893",893,"45344-NYI@STL","2024-02-22","New York Islanders","St. Louis Blues",0,3,0,1,0,0,0,0,0,0
"894",894,"45344-NYR@NJ","2024-02-22","New York Rangers","New Jersey Devils",4,1,0,0,1,0,0,0,0,0
"895",895,"45344-TOR@VGS","2024-02-22","Toronto Maple Leafs","Vegas Golden Knights",7,3,0,0,0,0,0,0,0,0
"896",896,"45344-VAN@SEA","2024-02-22","Vancouver Canucks","Seattle Kraken",2,4,0,1,0,0,0,0,0,0
"897",897,"45344-WSH@TB","2024-02-22","Washington Capitals","Tampa Bay Lightning",5,3,0,0,0,0,0,0,0,0
"898",898,"45345-BUF@CBJ","2024-02-23","Buffalo Sabres","Columbus Blue Jackets",2,0,0,1,0,0,0,0,0,0
"899",899,"45345-MIN@EDM","2024-02-23","Minnesota Wild","Edmonton Oilers",4,0,0,2,0,0,0,0,0,0
"900",900,"45345-WPG@CHI","2024-02-23","Winnipeg Jets","Chicago Blackhawks",2,2,0,0,0,0,1,0,0,0
"901",901,"45346-ANA@LA","2024-02-24","Anaheim Ducks","Los Angeles Kings",0,0,1,2,1,0,0,0,1,0
"902",902,"45346-BOS@VAN","2024-02-24","Boston Bruins","Vancouver Canucks",2,2,0,0,0,0,0,1,0,0
"903",903,"45346-CGY@EDM","2024-02-24","Calgary Flames","Edmonton Oilers",5,2,0,1,1,0,0,0,0,0
"904",904,"45346-DAL@CAR","2024-02-24","Dallas Stars","Carolina Hurricanes",2,1,0,0,0,0,0,0,0,0
"905",905,"45346-MIN@SEA","2024-02-24","Minnesota Wild","Seattle Kraken",3,2,0,0,2,0,0,0,0,0
"906",906,"45346-MTL@NJ","2024-02-24","Montreal Canadiens","New Jersey Devils",3,3,0,1,0,0,0,0,0,0
"907",907,"45346-NSH@SJ","2024-02-24","Nashville Predators","San Jose Sharks",3,2,0,0,1,0,0,0,0,0
"908",908,"45346-NYR@PHI","2024-02-24","New York Rangers","Philadelphia Flyers",2,1,0,0,0,0,0,0,0,0
"909",909,"45346-STL@DET","2024-02-24","St. Louis Blues","Detroit Red Wings",1,5,0,1,0,0,0,0,0,0
"910",910,"45346-TB@NYI","2024-02-24","Tampa Bay Lightning","New York Islanders",3,1,0,1,1,0,0,0,0,0
"911",911,"45346-TOR@COL","2024-02-24","Toronto Maple Leafs","Colorado Avalanche",2,2,0,1,2,0,0,0,0,0
"912",912,"45346-VGS@OTT","2024-02-24","Vegas Golden Knights","Ottawa Senators",2,2,0,1,1,0,0,0,0,1
"913",913,"45346-WSH@FLA","2024-02-24","Washington Capitals","Florida Panthers",0,1,0,1,2,0,0,1,0,0
"914",914,"45347-ARI@WPG","2024-02-25","Arizona Coyotes","Winnipeg Jets",2,1,0,2,1,0,0,1,0,0
"915",915,"45347-CAR@BUF","2024-02-25","Carolina Hurricanes","Buffalo Sabres",1,1,0,1,1,0,0,0,0,1
"916",916,"45347-DET@CHI","2024-02-25","Detroit Red Wings","Chicago Blackhawks",2,1,0,1,0,0,1,0,0,0
"917",917,"45347-NSH@ANA","2024-02-25","Nashville Predators","Anaheim Ducks",4,2,0,0,0,0,0,0,0,0
"918",918,"45347-NYR@CBJ","2024-02-25","New York Rangers","Columbus Blue Jackets",2,3,0,1,0,0,0,0,0,0
"919",919,"45347-PHI@PIT","2024-02-25","Philadelphia Flyers","Pittsburgh Penguins",4,5,1,2,1,0,0,0,0,0
"920",920,"45347-TB@NJ","2024-02-25","Tampa Bay Lightning","New Jersey Devils",4,0,0,1,0,0,0,0,0,0
"921",921,"45348-BOS@SEA","2024-02-26","Boston Bruins","Seattle Kraken",2,2,0,1,1,0,0,0,0,1
"922",922,"45348-LA@EDM","2024-02-26","Los Angeles Kings","Edmonton Oilers",2,3,0,1,0,0,0,0,0,0
"923",923,"45348-NYI@DAL","2024-02-26","New York Islanders","Dallas Stars",2,1,0,1,0,0,1,0,0,0
"924",924,"45348-OTT@WSH","2024-02-26","Ottawa Senators","Washington Capitals",3,4,0,2,0,0,0,0,0,0
"925",925,"45349-ARI@MTL","2024-02-27","Arizona Coyotes","Montreal Canadiens",2,4,0,0,0,0,0,0,0,0
"926",926,"45349-BUF@FLA","2024-02-27","Buffalo Sabres","Florida Panthers",1,1,0,2,1,0,0,0,0,0
"927",927,"45349-CAR@MIN","2024-02-27","Carolina Hurricanes","Minnesota Wild",3,2,0,0,0,0,0,0,0,0
"928",928,"45349-DAL@COL","2024-02-27","Dallas Stars","Colorado Avalanche",1,4,0,1,0,0,0,0,0,0
"929",929,"45349-LA@CGY","2024-02-27","Los Angeles Kings","Calgary Flames",2,4,0,0,0,0,0,0,0,0
"930",930,"45349-NJ@SJ","2024-02-27","New Jersey Devils","San Jose Sharks",7,2,0,0,0,0,0,0,0,0
"931",931,"45349-OTT@NSH","2024-02-27","Ottawa Senators","Nashville Predators",0,3,0,1,1,0,0,0,0,0
"932",932,"45349-PIT@VAN","2024-02-27","Pittsburgh Penguins","Vancouver Canucks",2,1,0,1,1,1,1,0,0,0
"933",933,"45349-STL@WPG","2024-02-27","St. Louis Blues","Winnipeg Jets",2,4,0,0,0,0,0,0,0,0
"934",934,"45349-TB@PHI","2024-02-27","Tampa Bay Lightning","Philadelphia Flyers",2,5,0,1,0,0,0,0,0,0
"935",935,"45349-VGS@TOR","2024-02-27","Vegas Golden Knights","Toronto Maple Leafs",6,2,0,0,0,0,0,0,0,0
"936",936,"45349-WSH@DET","2024-02-27","Washington Capitals","Detroit Red Wings",2,6,0,1,1,1,0,0,0,0
"937",937,"45350-CBJ@NYR","2024-02-28","Columbus Blue Jackets","New York Rangers",2,7,0,1,0,0,0,0,0,0
"938",938,"45350-STL@EDM","2024-02-28","St. Louis Blues","Edmonton Oilers",1,1,0,1,3,3,0,1,0,0
"939",939,"45351-ANA@SJ","2024-02-29","Anaheim Ducks","San Jose Sharks",9,5,1,3,2,0,0,0,0,0
"940",940,"45351-ARI@TOR","2024-02-29","Arizona Coyotes","Toronto Maple Leafs",3,8,1,0,0,0,0,0,0,0
"941",941,"45351-BUF@TB","2024-02-29","Buffalo Sabres","Tampa Bay Lightning",1,1,3,3,1,0,1,0,0,0
"942",942,"45351-CAR@CBJ","2024-02-29","Carolina Hurricanes","Columbus Blue Jackets",8,3,0,1,0,0,0,0,0,0
"943",943,"45351-COL@CHI","2024-02-29","Colorado Avalanche","Chicago Blackhawks",9,0,0,0,1,0,0,0,0,0
"944",944,"45351-LA@VAN","2024-02-29","Los Angeles Kings","Vancouver Canucks",9,1,0,1,1,0,0,0,0,0
"945",945,"45351-MIN@NSH","2024-02-29","Minnesota Wild","Nashville Predators",2,11,0,1,0,0,0,0,0,0
"946",946,"45351-MTL@FLA","2024-02-29","Montreal Canadiens","Florida Panthers",6,6,0,1,1,1,0,0,0,1
"947",947,"45351-NYI@DET","2024-02-29","New York Islanders","Detroit Red Wings",9,6,0,0,1,0,0,0,0,0
"948",948,"45351-PIT@SEA","2024-02-29","Pittsburgh Penguins","Seattle Kraken",0,3,0,1,0,0,0,0,0,0
"949",949,"45351-VGS@BOS","2024-02-29","Vegas Golden Knights","Boston Bruins",7,9,1,1,0,0,0,0,0,0
"950",950,"45351-WPG@DAL","2024-02-29","Winnipeg Jets","Dallas Stars",1,8,0,0,1,0,0,0,0,0
"951",951,"45352-ARI@OTT","2024-03-01","Arizona Coyotes","Ottawa Senators",8,5,0,1,2,0,0,0,0,0
"952",952,"45352-NJ@ANA","2024-03-01","New Jersey Devils","Anaheim Ducks",4,8,0,0,2,0,0,0,0,0
"953",953,"45352-PHI@WSH","2024-03-01","Philadelphia Flyers","Washington Capitals",3,9,0,1,1,0,0,0,0,0
"954",954,"45353-BOS@NYI","2024-03-02","Boston Bruins","New York Islanders",2,9,0,1,0,0,0,0,0,0
"955",955,"45353-CBJ@CHI","2024-03-02","Columbus Blue Jackets","Chicago Blackhawks",10,4,0,0,0,0,0,0,0,0
"956",956,"45353-COL@NSH","2024-03-02","Colorado Avalanche","Nashville Predators",2,8,0,2,0,0,0,0,0,0
"957",957,"45353-EDM@SEA","2024-03-02","Edmonton Oilers","Seattle Kraken",4,1,0,1,0,0,0,0,0,0
"958",958,"45353-FLA@DET","2024-03-02","Florida Panthers","Detroit Red Wings",6,0,0,0,2,0,0,0,0,0
"959",959,"45353-MIN@STL","2024-03-02","Minnesota Wild","St. Louis Blues",2,5,0,1,0,0,0,0,0,0
"960",960,"45353-MTL@TB","2024-03-02","Montreal Canadiens","Tampa Bay Lightning",7,7,0,0,0,1,0,0,0,1
"961",961,"45353-NYR@TOR","2024-03-02","New York Rangers","Toronto Maple Leafs",7,8,0,0,0,0,0,0,0,1
"962",962,"45353-OTT@PHI","2024-03-02","Ottawa Senators","Philadelphia Flyers",4,8,0,0,0,0,0,0,0,0
"963",963,"45353-PIT@CGY","2024-03-02","Pittsburgh Penguins","Calgary Flames",5,7,0,1,1,0,0,0,0,0
"964",964,"45353-SJ@DAL","2024-03-02","San Jose Sharks","Dallas Stars",5,5,0,1,0,0,0,0,0,1
"965",965,"45353-VGS@BUF","2024-03-02","Vegas Golden Knights","Buffalo Sabres",3,11,0,1,1,2,0,0,0,0
"966",966,"45353-WPG@CAR","2024-03-02","Winnipeg Jets","Carolina Hurricanes",9,5,0,1,1,0,0,0,0,0
"967",967,"45354-ARI@WSH","2024-03-03","Arizona Coyotes","Washington Capitals",3,0,0,2,2,0,0,0,0,0
"968",968,"45354-NJ@LA","2024-03-03","New Jersey Devils","Los Angeles Kings",1,4,0,1,0,0,0,0,0,0
"969",969,"45354-PIT@EDM","2024-03-03","Pittsburgh Penguins","Edmonton Oilers",1,6,0,0,0,0,0,0,0,0
"970",970,"45354-SJ@MIN","2024-03-03","San Jose Sharks","Minnesota Wild",1,3,1,1,1,0,0,0,0,0
"971",971,"45354-VAN@ANA","2024-03-03","Vancouver Canucks","Anaheim Ducks",2,1,0,0,0,0,0,0,0,0
"972",972,"45354-WPG@BUF","2024-03-03","Winnipeg Jets","Buffalo Sabres",5,1,0,1,0,0,0,0,0,0
"973",973,"45355-BOS@TOR","2024-03-04","Boston Bruins","Toronto Maple Leafs",3,1,0,0,1,0,0,0,0,0
"974",974,"45355-CHI@COL","2024-03-04","Chicago Blackhawks","Colorado Avalanche",0,4,0,1,0,0,0,0,0,0
"975",975,"45355-FLA@NYR","2024-03-04","Florida Panthers","New York Rangers",3,0,0,2,1,0,0,0,0,0
"976",976,"45355-SEA@CGY","2024-03-04","Seattle Kraken","Calgary Flames",3,1,1,1,0,0,0,0,0,0
"977",977,"45355-STL@PHI","2024-03-04","St. Louis Blues","Philadelphia Flyers",1,1,0,0,0,0,0,0,1,0
"978",978,"45355-VGS@CBJ","2024-03-04","Vegas Golden Knights","Columbus Blue Jackets",3,6,0,0,0,0,0,0,0,0
"979",979,"45356-CBJ@PIT","2024-03-05","Columbus Blue Jackets","Pittsburgh Penguins",2,3,1,2,0,0,0,0,0,0
"980",980,"45356-CHI@ARI","2024-03-05","Chicago Blackhawks","Arizona Coyotes",1,2,0,0,4,0,0,0,0,0
"981",981,"45356-DAL@SJ","2024-03-05","Dallas Stars","San Jose Sharks",4,4,0,2,2,0,1,0,0,0
"982",982,"45356-EDM@BOS","2024-03-05","Edmonton Oilers","Boston Bruins",1,1,0,0,0,0,1,0,0,0
"983",983,"45356-FLA@NJ","2024-03-05","Florida Panthers","New Jersey Devils",4,2,0,1,1,0,0,0,0,0
"984",984,"45356-MTL@NSH","2024-03-05","Montreal Canadiens","Nashville Predators",3,3,0,0,0,0,1,0,0,0
"985",985,"45356-SEA@WPG","2024-03-05","Seattle Kraken","Winnipeg Jets",2,3,1,0,1,0,0,0,0,0
"986",986,"45356-STL@NYI","2024-03-05","St. Louis Blues","New York Islanders",2,4,0,0,0,0,0,0,0,0
"987",987,"45356-VAN@LA","2024-03-05","Vancouver Canucks","Los Angeles Kings",1,1,0,0,0,0,1,0,0,0
"988",988,"45357-BUF@TOR","2024-03-06","Buffalo Sabres","Toronto Maple Leafs",1,1,0,0,0,0,0,1,0,0
"989",989,"45357-DET@COL","2024-03-06","Detroit Red Wings","Colorado Avalanche",1,5,0,2,1,0,0,0,0,0
"990",990,"45357-OTT@ANA","2024-03-06","Ottawa Senators","Anaheim Ducks",1,2,0,0,0,0,0,0,0,0
"991",991,"45358-BUF@NSH","2024-03-07","Buffalo Sabres","Nashville Predators",2,2,0,2,0,0,0,0,0,0
"992",992,"45358-CGY@TB","2024-03-07","Calgary Flames","Tampa Bay Lightning",6,3,0,0,0,0,0,0,0,0
"993",993,"45358-EDM@CBJ","2024-03-07","Edmonton Oilers","Columbus Blue Jackets",1,4,0,0,1,0,0,0,0,0
"994",994,"45358-MIN@ARI","2024-03-07","Minnesota Wild","Arizona Coyotes",4,1,0,1,1,0,0,0,0,0
"995",995,"45358-MTL@CAR","2024-03-07","Montreal Canadiens","Carolina Hurricanes",1,4,0,0,0,0,0,0,0,0
"996",996,"45358-NYI@SJ","2024-03-07","New York Islanders","San Jose Sharks",6,1,0,1,1,0,0,0,0,0
"997",997,"45358-OTT@LA","2024-03-07","Ottawa Senators","Los Angeles Kings",2,3,0,0,1,0,0,1,0,0
"998",998,"45358-PHI@FLA","2024-03-07","Philadelphia Flyers","Florida Panthers",2,1,0,0,0,0,0,0,0,0
"999",999,"45358-STL@NJ","2024-03-07","St. Louis Blues","New Jersey Devils",1,3,0,1,0,0,0,0,0,0
"1000",1000,"45358-TOR@BOS","2024-03-07","Toronto Maple Leafs","Boston Bruins",0,2,0,2,1,0,0,0,0,0
"1001",1001,"45358-VAN@VGS","2024-03-07","Vancouver Canucks","Vegas Golden Knights",2,1,0,0,1,0,0,0,0,0
"1002",1002,"45358-WSH@PIT","2024-03-07","Washington Capitals","Pittsburgh Penguins",4,0,1,0,1,0,0,0,0,0
"1003",1003,"45359-DAL@ANA","2024-03-08","Dallas Stars","Anaheim Ducks",3,1,0,1,3,0,0,0,0,0
"1004",1004,"45359-DET@ARI","2024-03-08","Detroit Red Wings","Arizona Coyotes",0,3,0,1,0,0,0,0,0,0
"1005",1005,"45359-MIN@COL","2024-03-08","Minnesota Wild","Colorado Avalanche",1,1,0,0,0,0,0,1,0,0
"1006",1006,"45359-WPG@SEA","2024-03-08","Winnipeg Jets","Seattle Kraken",3,0,0,0,0,0,0,0,0,0
"1007",1007,"45360-CAR@NJ","2024-03-09","Carolina Hurricanes","New Jersey Devils",3,2,0,0,1,0,0,0,0,0
"1008",1008,"45360-CGY@FLA","2024-03-09","Calgary Flames","Florida Panthers",0,4,0,0,1,1,0,0,0,0
"1009",1009,"45360-CHI@WSH","2024-03-09","Chicago Blackhawks","Washington Capitals",1,3,0,1,0,0,0,0,0,0
"1010",1010,"45360-DAL@LA","2024-03-09","Dallas Stars","Los Angeles Kings",3,1,0,0,1,0,0,0,0,0
"1011",1011,"45360-DET@VGS","2024-03-09","Detroit Red Wings","Vegas Golden Knights",2,5,0,0,1,0,0,0,0,0
"1012",1012,"45360-EDM@BUF","2024-03-09","Edmonton Oilers","Buffalo Sabres",1,1,1,1,0,0,0,0,0,1
"1013",1013,"45360-NSH@CBJ","2024-03-09","Nashville Predators","Columbus Blue Jackets",2,1,0,0,0,0,0,0,0,0
"1014",1014,"45360-OTT@SJ","2024-03-09","Ottawa Senators","San Jose Sharks",0,0,0,2,1,0,0,0,0,0
"1015",1015,"45360-PHI@TB","2024-03-09","Philadelphia Flyers","Tampa Bay Lightning",0,4,0,3,0,0,0,0,0,0
"1016",1016,"45360-PIT@BOS","2024-03-09","Pittsburgh Penguins","Boston Bruins",1,4,0,1,0,0,0,0,0,0
"1017",1017,"45360-STL@NYR","2024-03-09","St. Louis Blues","New York Rangers",0,1,0,3,0,0,0,0,0,0
"1018",1018,"45360-TOR@MTL","2024-03-09","Toronto Maple Leafs","Montreal Canadiens",3,1,0,1,0,0,0,0,0,0
"1019",1019,"45360-WPG@VAN","2024-03-09","Winnipeg Jets","Vancouver Canucks",0,4,0,1,0,0,0,0,0,0
"1020",1020,"45361-ARI@CHI","2024-03-10","Arizona Coyotes","Chicago Blackhawks",4,5,0,2,0,0,0,0,0,0
"1021",1021,"45361-CGY@CAR","2024-03-10","Calgary Flames","Carolina Hurricanes",2,7,0,0,0,0,0,0,0,0
"1022",1022,"45361-EDM@PIT","2024-03-10","Edmonton Oilers","Pittsburgh Penguins",4,0,0,0,0,0,0,0,0,0
"1023",1023,"45361-NSH@MIN","2024-03-10","Nashville Predators","Minnesota Wild",2,2,0,1,1,0,0,1,0,0
"1024",1024,"45361-NYI@ANA","2024-03-10","New York Islanders","Anaheim Ducks",5,1,0,0,1,0,0,0,0,0
